review_title,review_text,location,review_score,sentiment,v_scores,polarity
Disappointed,Disappointed. We tried to book a cruise using embark through Diamond as our agent.  The process was extremely tedious and totally unsuccessful. There was absolutely no advantage as the cost of the cruise including being able to use our points was calculated as  more expensive than the advertised price of the cruise. It took two days to get their answer. I would not recommend this process to anyone. While the personnel were pleasant enough the original agent had little knowledge of the process at Diamond for luxury cruises. He simply fumbled along before we finally got to a more senior agent who at least understood more of what we were asking. He did not know the whole process either and had to wait to determine any benefit for us using Diamond. Overall an extremely frustrating experience. We have invested a great deal of money to purchase points and subsequently pay a lot of money annually to maintain these points. At this juncture I doubt we will ever get close to redoing the “alleged” benefits of membership. There is often something that interferes with getting a booking when and where we want especially in Europe. We have spent many hours in review sessions and have been excited about the development of program options only to find out it never works this way. Perhaps it’s time for another review? Perhaps another opportunity to be set up for more disappointment!,US,2,0,"{'neg': 0.077, 'neu': 0.809, 'pos': 0.114, 'compound': 0.835}",0.835
Is this the Jamaican resort for my…,Is this the Jamaican resort for my daughter and son n law... which was totally messed up.. I booked this over 11 months ago.. totally ridiculous!!! Once I have service I will call and put it on tecord,US,1,0,"{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.7478}",-0.7478
You do not understand what you are…,"You do not understand what you are being asked for or reproached for. You are dummies and incapable. You do not answer my 2 claims letters and there is only one thing that interests you, it is to collect money. So stop making me to violate the brain and write in French. Hi and go make yourself ....",US,1,0,"{'neg': 0.134, 'neu': 0.835, 'pos': 0.031, 'compound': -0.7695}",-0.7695
We are unhappy with the way things have…,"We are unhappy with the way things have changed from when we purchased Diamond points... .very little availability with fewer resorts offering point saver rates at 60 days out.  That was what drew us to the club to begin with since we can be quite flexible in our travel dates.  The updates are horrible!  Don't believe a word they say anymore because they'll say anything!  Sorry that this is so negative, but we are disillusioned with this entire company.",US,2,0,"{'neg': 0.143, 'neu': 0.819, 'pos': 0.038, 'compound': -0.8522}",-0.8522
Great place to stay!,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
As always check in check out was easy,"As always check in check out was easy, rooms clean and the staff very pleasant and helpful",US,5,2,"{'neg': 0.0, 'neu': 0.515, 'pos': 0.485, 'compound': 0.9053}",0.9053
Diamond Resorts are great places to…,Diamond Resorts are great places to visit. We've never had a bad experience yet.,US,5,2,"{'neg': 0.0, 'neu': 0.541, 'pos': 0.459, 'compound': 0.8537}",0.8537
Secluded in October,Upscale accommodations.  Loved the serenity.  Loved the pool and both hot tubs and sauna and  fireplace and couches in the pool area!  Really enjoyed talking with Emily as she prepared or coffee in the coffee shop!  Enjoyed the good food in the restaurant.,US,4,2,"{'neg': 0.0, 'neu': 0.648, 'pos': 0.352, 'compound': 0.9642}",0.9642
Once you arrive at your getaway it…,Once you arrive at your getaway it seems so nice until that moment you have to go to the presentation.  The pressure is horrible for you to upgrade what a spoiler.  The mood goes down.  Reservation desk when booking not always gives you what ask for and that creates another problem when you get to the destination.,US,3,1,"{'neg': 0.127, 'neu': 0.786, 'pos': 0.086, 'compound': -0.3987}",-0.3987
An almost happy member,"We’ve been members for 20 years and for us it’s timeshare that has worked. We have had so many great holidays over the years and hopefully more to come. The standard of the apartments are greatly improved from our early experiences and the staff Are fantastic. We liked this points based timeshare system because it gave us so much choice and flexibility and it meant we could book last minute holidays which worked well with our work schedule. Having said this I wouldn’t recommend anybody joining now, I don’t see the point of spending thousands of pounds buying points plus maintenance charges every year when the general public have just as much access if not more to Diamond resorts availability. It’s very sad that members have become second choice to the hard cash of the general public, a sign of the times I suppose and inevitably if the company is to survive. I still pay the maintenance fees and I still hope for better times but one thing is for sure the holidays are always good.",US,4,2,"{'neg': 0.04, 'neu': 0.795, 'pos': 0.165, 'compound': 0.967}",0.967
A great experience,A great experience! Staff excellent and resort was wonderful.j,US,5,2,"{'neg': 0.0, 'neu': 0.464, 'pos': 0.536, 'compound': 0.8439}",0.8439
Our stay was very enjoyable,"Our stay was very enjoyable, as always",US,5,2,"{'neg': 0.0, 'neu': 0.653, 'pos': 0.347, 'compound': 0.4927}",0.4927
Dishonest,"Dishonest, poor value.",US,1,0,"{'neg': 0.739, 'neu': 0.0, 'pos': 0.261, 'compound': -0.6597}",-0.6597
Availability is getting worse,Availability is getting worse. Extra perks for owners are disappearing.,US,3,1,"{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.4767}",-0.4767
Unless you are already locked in as a…,"Pressured - Unless you are already locked in as a Platinum member, everyone else is not able to reserve a room.  It is very difficult for the members that are not able to vacation as often as the Platinum member to reserve a room.  When you do go on vacation, you are hustled and pressured to purchase more points, you are not able to enjoy your stay.   Unfortunately, I regret I ever signed on.   So here I am stuck with a timeshare, I am not able to use.  Spending my hard earned money.",US,2,0,"{'neg': 0.173, 'neu': 0.827, 'pos': 0.0, 'compound': -0.9303}",-0.9303
The studio was the smallest we ever…,The studio was the smallest we ever stayed in. No sink except bathroom. Difficult to watch tv in comfort. Chairs too low for eating at the table,US,4,2,"{'neg': 0.211, 'neu': 0.712, 'pos': 0.077, 'compound': -0.5106}",-0.5106
Been on a several trips in past 3 months...,"Been on a several trips in past 3 months - Gaitlinburg, Williamsburg, and St. Thomas (through Interval exchange) & all 3 trips were fantastic!",US,5,2,"{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.5983}",0.5983
Not too impressed,The fees are too high.  They are always trying to upsale you whenever you do decide to take a vacation. This loan is as much as a mortgage. I'm having secind thoughts about being part of this.,US,3,1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Closing took longer then indicated,Closing took longer then indicated.  Payment was made on time in full then sent back and a late fee assessed.  The delayed closing caused us to miss a club combination exchange.  The club combintion exchange group can not be reached by phone.,US,1,0,"{'neg': 0.11, 'neu': 0.89, 'pos': 0.0, 'compound': -0.4207}",-0.4207
Our opinion doesn't matter as evidenced…,"Our opinion doesn't matter as evidenced by the number of complaints and problems that are described throughout social media of people who are literally trying to kill themselves due to the draconian stranglehold of DRI's perpetuity clause. Our family is caught in the tangled and blatant web of greed which forms the underpinning of DRI's raison être. We have listed our ""points"" for sale and have over 1,500 people ahead of us who are wanting to sell their points back to DRI. Diamond Resorts aren't available to us during the times we would like to vacation and only one location is within driving distance of our residence - and it is an 8 hour drive from our home. We cannot afford to fly to any of the far-flung destinations, nor do we have any desire to do so.  The maintenance fee is putting an awful financial burden on us. We are senior citizens and the only source of income we have is our dwindling pensions, which are eroded by inflation. But as mentioned at the outset of this response, our opinion really doesn't matter to the people who manage DRI. They just want the money IN PERPETUITY and don't care about their clientele at all.",US,1,0,"{'neg': 0.084, 'neu': 0.879, 'pos': 0.036, 'compound': -0.8576}",-0.8576
"It's not an update, it's a sales pitch","We had a bad experience with our last member update.  There was 20 minutes of small talk which is about 5-10 too many.There was a lengthy update on purchasing additional points which was informative until she got to the part where we learn the cost.  Delay due to need to talk to manager.At this point, I declared that we had a dinner reservation and we would need wrap it up within 15 minutes.  Lots of tedious updates about stuff we didn't care about or was repetitive.Followed by the ""we can't give you great deal unless you sign today"" pitch.The meeting went on for over 1-1/2 hours",US,2,0,"{'neg': 0.103, 'neu': 0.897, 'pos': 0.0, 'compound': -0.8939}",-0.8939
we stay in pent house and I think with…,we stay in pent house and I think with 3 bedrooms units you should have 3 parking passes.,US,5,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Restful Vacation,"We have enjoyed the pool area, just to sit and read and relax. The staff members are very pleasant and helpful.",US,5,2,"{'neg': 0.0, 'neu': 0.569, 'pos': 0.431, 'compound': 0.9162}",0.9162
The communication with in this company…,The communication with in this company is very very bad. We had a terrible check in experience!  The resort it self is very nice and the employees friendly!,US,2,0,"{'neg': 0.204, 'neu': 0.631, 'pos': 0.165, 'compound': -0.3532}",-0.3532
We always find our contact with Diamond…,We always find our contact with Diamond Resorts is quick and easy with no fuss. The staff are very informative and helpful.,US,5,2,"{'neg': 0.077, 'neu': 0.63, 'pos': 0.293, 'compound': 0.7322}",0.7322
Everything was nice,Everything was nice. A large appartment with 2 bedrooms and a nice living room. Very clean and close to Disney. Thanks a lot for the nice place.,US,4,2,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.923}",0.923
Unit was in serious need of upgrades,"Unit was in serious need of upgrades.  Dirty carpet, ice maker did not work the entire stay, TV set was not functioning, remotes had issues, and nonworking toaster.A few items were addressed but I expect a much higher level of service.",US,2,0,"{'neg': 0.074, 'neu': 0.926, 'pos': 0.0, 'compound': -0.2732}",-0.2732
Remove me from your promotions,I do not belong to Diamond Resorts and have asked them several times to remove me from all their promotions. Do not get hooked into this group. You’ll never get rid of them!,US,1,0,"{'neg': 0.068, 'neu': 0.932, 'pos': 0.0, 'compound': -0.3244}",-0.3244
Poor value for money spent,Very high cost of MaintenanceResort availability is poorResorts are well maintained and goodCan get much better deals on Redweek and other rental sitesCan go on and on..,US,2,0,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.6124}",0.6124
excellent all around,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Totally disgusted,"I can never get the same story from different people.  If any one has told the whole truth to me yet, I’d be surprised.  I am so disgusted with the organization I dread even answering the phone wondering who else is going to tell me a lie.",US,1,0,"{'neg': 0.135, 'neu': 0.788, 'pos': 0.077, 'compound': -0.6329}",-0.6329
"Good properties, terrible corporate business practices","We are timeshare owners and use our DRI weeks/points for one or two stays per year.  We have been happy with the properties.  However, DRI is incredibly slow in dealing with owner accounts and concerns.  If you need to call them with some timeshare business, you will get bumped around to various departments, each claiming its not their job to help you.  When you have paperwork that needs to be signed, know that it will take weeks, if not months, and that you'll receive an unsigned form letter, or, in one case for us, no letter at all unless you call and request it.  This (no signatures, form letters, months to process, call to get a receipt) does not seem like a well-run, efficient business to us.  We have returned one of our weeks (at a cost of $250 to us) and won't be buying any more DRI timeshares.",US,2,0,"{'neg': 0.027, 'neu': 0.914, 'pos': 0.058, 'compound': 0.7087}",0.7087
You seem to be running down your…,"You seem to be running down your european operation, with the number of resorts steadily falling.",US,2,0,"{'neg': 0.095, 'neu': 0.828, 'pos': 0.077, 'compound': -0.0772}",-0.0772
Diamond.s rules do not coinside with…,Diamond.s rules do not coinside with the contract that I signed with in trawest 20 yrs. ago.Your present rules make it difficult for older people to be flexible with their points with family members.,US,1,0,"{'neg': 0.069, 'neu': 0.879, 'pos': 0.052, 'compound': -0.1531}",-0.1531
Only familiar with one property,"Only familiar with one property, but we go there several times each year.  We are usually pleased with our stay.  We've only had a few hiccups over the years.",US,4,2,"{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0.5927}",0.5927
Great Service for Value,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Constantly trying to sell timeshares to…,Constantly trying to sell timeshares to me when I already have plenty and just wanted to see Sedona without the BS,US,1,0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Professional team,Professional and polite team,US,5,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
High pressure sales,"High pressure sales , you are not able to use the property’s there is never any availability. When you question them they hang up on you . All they do is try to sell you more up grades they just want more and more money . Diamond resorts is the In my opinion. PLEASE BE AWARE!!!",US,1,0,"{'neg': 0.035, 'neu': 0.838, 'pos': 0.127, 'compound': 0.6881}",0.6881
Avoid purchasing,Resorts are good. It's the sales person you have to worry about.  They are not honest. ESPECIALLY AT MYSTIC DUNES. BEWARE!!!!!,US,1,0,"{'neg': 0.245, 'neu': 0.651, 'pos': 0.105, 'compound': -0.5954}",-0.5954
Members be ware.,"When I booked a two-week stay at Santa Barbara resort Tenerife for the second of September 2019 in a two-bedroom elite apartment. Two weeks prior to arrival date I was informed after the fourth night they would be moving me to the adjacent apartment. All this after booking twelve months in advance. The moral of this, as a gold member.you can be bumped off should a higher-grade member make a request for your already allocated apartment.",US,3,1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Great location,"Great location, not luxury, but clean room and great service.  Staff very friendly.",US,3,1,"{'neg': 0.116, 'neu': 0.363, 'pos': 0.521, 'compound': 0.9012}",0.9012
Avoid The Suites at Fall Creek in Branson,"Stayed at The Suites at Fall Creek in Branson. I would equate the room quality to a super 8. Small, dingy, some things broken, and overall terrible. I’m sure they have nicer rooms, but the one we had was terrible. The grounds were fairly rundown. They had a sign up that they are replacing their mini golf course next year, so totally get that, but there was bird poop everywhere- and for days at least. I get that they may need to make repairs, but seems like they also gave up on basic “care and feeding” too. Staff was nice, but that is about the only positive thing I can come up with.",US,1,0,"{'neg': 0.063, 'neu': 0.799, 'pos': 0.138, 'compound': 0.8641}",0.8641
"Good experience once arrive, but...","Good experience once arrive at the resorts.  However, booking timeshare is very stressful experience and not easy to plan.  For example, my upcoming fight to ZIH changed twice, and I have to adjust my room booking accordingly. With timeshare, I have book way ahead, otherwise rooms are filled up as soon as the booking is open. It is much easier to book packaged tour, or just go to room booking site, like Hotels.com.",US,3,1,"{'neg': 0.103, 'neu': 0.8, 'pos': 0.098, 'compound': -0.1025}",-0.1025
good deals,Staff very friendly and usually willing to help assist guests,US,5,2,"{'neg': 0.0, 'neu': 0.564, 'pos': 0.436, 'compound': 0.7346}",0.7346
Please don't waste your money,Please don't waste your money. Any resort that is actually available (the good ones never are) can be rented as cheap with out the long term commitment. The whole point saver thing is a joke.,US,1,0,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.8842}",0.8842
Diamond resorts is a 2 sided coin,"Diamond resorts is a 2 sided coin, their resorts for the most part are very nice and always ""Diamond"" clean. The desk, concierge and cleaning people are always friendly and helpful. We plan fairly far in advance and usually can get into where we want to go. I feel that we have received what we payed for and may someday buy further into Diamond. The other side is the sales portion of Diamond. Lets just say it is high pressure and not an enjoyable experience. Take your time when considering any offers presented.",US,4,2,"{'neg': 0.042, 'neu': 0.75, 'pos': 0.208, 'compound': 0.9441}",0.9441
Ongoing experience of being given false…,"Ongoing experience of being given false information.  Like the resorts overall.  Just the information has been very different from application of use of points. Between using points for airline tickets ($3200 for ticket to Hawaii from Washington D.C.) to being able to use points for other hotels such as Hyatt and Marriott with Sampler points- never was allowed, it has been quite surprising.  Have learned to get what they say in writing before leaving sales presentation.",US,2,0,"{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0.5984}",0.5984
Pool was closed for the three weeks we…,Pool was closed for the three weeks we were there.   Construction was going on in the room above all the time sometimes as early as 7:30 am.   Wi-Fi was down more than up.,US,1,0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
We enjoyed every minute of our stay in Diamond Resorts,"Great service, beautiful place, nice apartements and the beach very near.",US,5,2,"{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.8957}",0.8957
I don’t received the TEKit No.,IGNORE TEXT,US,1,0,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Why are there so few places available…needs to try harder,"Why are there so few places available for members, but loads of places available for Joe Public who pay?",US,2,0,"{'neg': 0.082, 'neu': 0.918, 'pos': 0.0, 'compound': -0.1531}",-0.1531
Branson and Bent,I. Love suites at fall creek in Branson   But Bent in Gatlinburg is my second choice. Branson offers more things to do and close to restaurants and shows.  Bent has beautiful suites with fireplaces screened in porches overlooking a golf course.,US,5,2,"{'neg': 0.0, 'neu': 0.831, 'pos': 0.169, 'compound': 0.8381}",0.8381
not fun at all.....,"I wish I could give no stars but I guess one star will do. This review is not for the actual resorts but for the process for the timeshares for this company. So my friend and I were staying at a different location and we were offered two food vouchers and a gift card if we went on a tour of a resort. Ok we thought, that's doable. So we planned the next day with getting up early, taking the shuttle, we agreed to 2 hours at this presentation then after we were going to Magic Kingdom. Mind you, this was my first time in Florida and my mind set was spending time in Disney.The next day, we get up, take the shuttle and get to this resort. We waited 15 minutes for a representative. I will not mention any names of people or resorts. So we all started talking and all that, then we took a tour, ok yeah great. It was a nice resort, the person we dealt with was really nice, but...everyone was a little pushy. I hate to say it but life isn't about taking vacations every weekend. I only vacation once in a while because I don't need to vacation all the time. People have responsibilities and bills. I like to vacation to but does that mean I want a timeshare? No. So we kept getting passed around to other people. Mind you, my friend got really uncomfortable over some of the things the representative had said to us. Not cool. We don't need to be talking about sex on a tour. Thanks, but no thanks. Not professional by any means. This tour was said to be two hours max,  we got there at 8am, we left at 12. We lost out on 2 hours at Magic Kingdom.  Then when we were all said and done, after declining all these offers, that were never ending, we were told the shuttles were done for the day. A father with his family made the desk call for a shuttle. I was not paying for an Uber and they made it clear they weren't paying either. So we got our gift card and waited 20 minutes for a shuttle. We could not wait to get the hell off of that property. That whole experience made us feel like crap..yes crap! Never again will we do that.  Not worth the free gifts at all! We made sure to get rid of the free gifts as quickly as possible. I do not recommend these presentations. Yeah it started out ok..but then it turned bad quickly. If someone turns down an offer and they keep telling you no, then the answer will always be no. Good thing Disney is the happiest place on earth, as soon as I left that diamond resort..I felt so much better.",US,1,0,"{'neg': 0.077, 'neu': 0.772, 'pos': 0.152, 'compound': 0.9925}",0.9925
DRI's drop from 1st to last.,"Forever DRI only wanted to sell, sell and sell the owners more product.  The sales department makes Fairfield look like girl scouts. They are ignorant, condescending, lying, abusive, and childish.  Now with the latest changes in company ownership they have blocked reservation opportunity, restricted resorts availability, and increased point requirements.  DRI is no longer a reputable product.  We love timeshares, but DRI and the conglomerate owner family has taken advantage of the good will of the timeshare owners.  I was afraid something like this would happen when the original builder of the company eventually left.  And it has.",US,1,0,"{'neg': 0.111, 'neu': 0.714, 'pos': 0.175, 'compound': 0.8573}",0.8573
We had a wonderful in Orlando.,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Big  Disappointment,"We are disappointed with the Embarc at Palm Desert.  We have stayed at the Club MARRIOTTs’ here in Palm Desert, the Westin and many Hilton Resorts, and this one was lacking many of the amenities of the others.  The units did not have makeup mirrors in the bathrooms or coffee facilities and fridge in the lock-off apts.  There are no washer-dryers and the kitchen had no cabinets so all food had to be stored out in the open.  There were no tables to eat or play cards.  This will be our first and last visit to Embarc.  Further, you couldn’t open any windows and the units were dark.  The one redeeming feature were the employees, who were extremely helpful and friendly.",US,2,0,"{'neg': 0.073, 'neu': 0.859, 'pos': 0.068, 'compound': 0.0661}",0.0661
Love the resorts; 3 things I don't like though.,"We love Diamond Resorts.  Every location we've been at has been great.  The resorts are great.  The first thing that I don't like is that the annual fees have gone up and up.  Secondly, there are many many all inclusive resorts and the amount continues to increase.  I bought Diamond Resorts and timeshare in general so we could have a kitchen and cook for ourselves, just 'live' somewhere while we vacation.  That makes taking trips more economical.  All-Inclusive resorts are very expensive; honestly who can eat and drink $100 of  stuff on a daily basis for a week.  For a couple that is $1400 of expense.  Third issue is that sometimes it is really hard to get into a resort.  If you can't get your destination then it makes it difficult to use our time.",US,4,2,"{'neg': 0.041, 'neu': 0.811, 'pos': 0.148, 'compound': 0.955}",0.955
I have been visiting Royal Sunset Beach…,"I have been visiting Royal Sunset Beach for many years and have enjoyed my stays there, however the decision to pass the running of the  resturant  and entertainment to an outside contractor has undermined the family atmosphere that was always there,",US,4,2,"{'neg': 0.054, 'neu': 0.815, 'pos': 0.131, 'compound': 0.5574}",0.5574
Great resorts,"Great resorts, yet MFs can be pricey.",US,5,2,"{'neg': 0.0, 'neu': 0.594, 'pos': 0.406, 'compound': 0.6249}",0.6249
Having second thoughts about our upgrade to Diamond,"After spending a considerable amount of money to upgrade from our prior association, as we're retired, the first time I try to use Diamond Resorts, I am disappointed.  The friends we were visiting in Tuscon said the area where the resort is, is very questionable.  Instead we will be staying with them.  I think we have made a mistake in upgrading.",US,2,0,"{'neg': 0.115, 'neu': 0.806, 'pos': 0.079, 'compound': -0.3597}",-0.3597
I love the resorts,"I love the resorts. But I hate the over the top hard sell Tactics, and the Gimmicks. That apply when I try to use my points at other Facilities in your system.",US,3,1,"{'neg': 0.169, 'neu': 0.71, 'pos': 0.122, 'compound': -0.431}",-0.431
VERY UNHAPPY,Each of the recent vacations we have taken through Diamond has been a complicated affair with below-standard accommodations.  We are very displeased with our ownership and are actively looking to sell it.,US,1,0,"{'neg': 0.087, 'neu': 0.786, 'pos': 0.127, 'compound': 0.1298}",0.1298
Disappointed with Diamond's Resort,"We are currently staying in a Diamond Resort in Fairway Forest Resort. The kitchen isupplies are not up to our standards by any means. The pots supplied are a 6 quart and 4 quart pot.  No serving spoons, serving platter, serving bowls or any storage bowls. When I requested these items I was told 2 pots were standard. As far as the serving platter and bowls the young lady relayed that it was possible I would not get anything except maybe a smaller pot if housekeeping could locate one.This unit is so disappointing I guess supplying your owners or renters with even basic amenities is not important.  We are Wyndham owners and they really outshine your units by far. We have never requested anything that wasn't delivered to us  right away. I requested the above items around 1:30pm and it is now 5:30 pm and no response from housekeeping.Oh as a second note when we arrived on Friday we had to move the dirty laundry bags from the walkway so we could enter our unit.Very professional staff you have working here a Fairway.",US,3,1,"{'neg': 0.068, 'neu': 0.92, 'pos': 0.012, 'compound': -0.8627}",-0.8627
i use to love you  but I have been…with out being able to get to my account for a week     still waiting for supervisor,i use to love you  but I have been without my account for a week  I can not get  in   iam still waiting for a supervisor,US,1,0,"{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.3818}",0.3818
Simply fabulous!,Simply fabulous! The resort is beautiful but the staff is fabulous. From the moment we stepped into the resort we felt welcomed and treated like VIPs.,US,5,2,"{'neg': 0.0, 'neu': 0.569, 'pos': 0.431, 'compound': 0.9422}",0.9422
Diamond works well for us,"We have been members for 21 years, we love it, the accommodations are all very spacious and high quality.  We have been to over 20 places in the USA and another 15 in Europe along with 9 in the UK including a narrow boat in Shropshire.  The verity and locations make it a very useful vacation system. It is not timeshare, but time points so you are not tied to any location or specific weeks,  It works well for us.  In the UK we can find a place say for next weekend, or can book up to a year in advance.",US,5,2,"{'neg': 0.0, 'neu': 0.93, 'pos': 0.07, 'compound': 0.7466}",0.7466
Worst experience ever,"Worst experience ever! After this we will be selling our timeshares and finding a company that cares about their guest safety and well being.Tonight my wife is alone there with our 2 children (5, and 3). My wife and I both have high anxiety and ptsd from multiple deployments in red areas. While she was sleeping she heard the door making noise. She thinks oh someone’s kids probably just messing around, but then she hears the door open. Mind you my children are sleeping right there. Luckily my wife quickly rushed to the door (and luckily for them she decided not to be armed while on vacation). A family comes walking right in. She immediately confronts them and stops them there to ensure our children's safety. Called down to the front, the lady at the front counter said “no need to worry it’s just a mild inconvenience”. Is she serious? So if I were to walk into her house in the middle of the night she’d fell that as a mild inconvenience? My wife requested new card keys. She tried staying optimistic as the front counter lady tried reassuring her it would never occur again and that they are extremely sorry. Ok so now my wife is on end and can’t even sit down trying to stay on the phone with me in shock of what just happened. Debating on saying screw this whole vacation as she now feels as we are in an unsafe location and fear for our children. I was able to calm her down and try and get through the night until I arrive tomorrow and we will decide what we want to do.30 minutes go by and noise at the door again. Another family walks in! This time my wife spoke to a manager Shawn. Same bs, he said it wont happen again, yet hmm history seems to repeat itself here. He offered a 4 night stay but we will not be accepting at all for we are selling this timeshare and informing every media outlet, and review page. He then said since we wont stay he can offer a $50 credit to shipwreck sally. My wife said whatever to get off the phone before she flipped out on him. We will not be accepting a bs $50 credit. He had the audacity to price the safety of my wife and children with a $50 bs credit? Is he serious? A 4 night stay then a $50 credit, that’s all my family is worth to this POS? What if it were his family? My wife asked for an internal lock however he said we couldn’t have one. She doesn’t feel safe and will now be staying up the entire night setting guard at the door. Our vacation is now doomed in fear of individuals in our timeshare. What if we went to the pool and had our valuables there? What if my wife was in the nude? What if she was sleeping with her meds, and someone hurt or took our children? What if someone hurt my wife? No one seems to care because it didn’t happen to them. What if I broke into Shawns house twice tonight? Would $50 suffice? His family (which I doubt he has since he could care less about family) would be traumatized. So we finally get a vacation and we have to have one of us on guard setting watch 24 hours. Great vacation? Promising it wont happen again, laughable since hey we were already told that and 20 mins later there it is. This is in regards to Liki tiki village Phase II.",US,1,0,"{'neg': 0.099, 'neu': 0.786, 'pos': 0.115, 'compound': 0.9473}",0.9473
Our experience was wonderful!,Our experience was wonderful. My family enjoyed our week and the setting was relaxing.  My son-in-law found another guest who played tennis and they enjoyed the courts.  My daughter and I walked every morning and sat by the pool in the afternoon.  There was something for everyone.,US,5,2,"{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.9423}",0.9423
Marquis Villas is dilapidated but well…,Marquis Villas is dilapidated but well located which is the only reason we stay there annually.,US,2,0,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.3919}",0.3919
I would never intentionally do business with Diamond Resorts,"Tried to steal my timeshare through bogus foreclosure attempt. Took me many hours to thwart WhT, in my opinion, was their unethical behavior. Was it intentional or or simply an administrative mistake? I don’t know. What I do know is that, based solely on my experience, their administrative response appears to me to be set up to assume their customers are liars and cheats.  They failed to return my calls and emails for months as I attempted to get them to consider their error. They just ignored me.  Finally, I got one person at the local property to listen and get it resolved. If I wasn’t stuck in this relationship (they acquired Mgmt of my timeshare), I would not do business with Diamond Resorts.",US,1,0,"{'neg': 0.188, 'neu': 0.783, 'pos': 0.029, 'compound': -0.9674}",-0.9674
We have had lots of really brilliant…,We have had lots of really brilliant holidays in verious resorts in Spain and  other places but we are getting older  and a Lot off the friends that we have met are not going because of the cost and diamond are running the resorts more as holes and not for the members  and you cannot get the dates that you would like.                                               Arthur M.,US,3,1,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.9323}",0.9323
2 different experiences,I have 2 reviews.  One was an A-/B+ At the Kaanapali Beach Club in Maui and the other was in Palm Springs and I would rate a C-.  I can’t recall the name of the hotel but it was not a great hotel.  My traveling partner was so dissatisfied that we left a day early.,US,3,1,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.8747}",-0.8747
I have never been impressed by Diamond,I have never been impressed by Diamond. However my trust level is improving. A year ago I would have given a zero if that was an option.,US,3,1,"{'neg': 0.075, 'neu': 0.675, 'pos': 0.25, 'compound': 0.7137}",0.7137
Always a great experience..,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Very disappointed.,Very disappointed.Not as advertised!,US,2,0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Good morning;,"Good morning;Last year I didn't receive my annual fee invoice in the mail. However I did receive a reminder, in December, that my payment was past due by mail. I called customer service to make payment and to request that the interest charge be waived as I hadn't received the invoice prior to the due date for payment. Customer service determined that a letter was not sent but that an e-mailed invoice was sent. I checked my e-mail but could not locate an invoice from Diamond Resorts. My request was flat out denied in both tone and wording that made it clear a refund of interest was not going to be considered.",US,1,0,"{'neg': 0.031, 'neu': 0.84, 'pos': 0.129, 'compound': 0.8834}",0.8834
Perfectly suited for families,"Clean, friendly, classic styles suited to the region.",US,5,2,"{'neg': 0.0, 'neu': 0.504, 'pos': 0.496, 'compound': 0.7096}",0.7096
Sometimes good.  Sometimes bad.,The resorts we've stayed in has been beautiful and generally well kept.  There are some places we prefer to stay than other location because it's not as busy or crowded.  The downside happens every time we check in at VIP we are hassled into having an owner meeting sometime during our stay.  We are on vacation or we already have a specific agenda planned and having a meeting is not one of them.  If we have a question then we will schedule a meeting or call.,US,3,1,"{'neg': 0.021, 'neu': 0.872, 'pos': 0.107, 'compound': 0.8415}",0.8415
